Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
38	:	1790009759.660	  9250.009	0	34464	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/621.wrf_s-575B.yaml --json results/1c/ddr5/champsim/621.wrf_s-575B.json traces/621.wrf_s-575B.champsimtrace.xz
44	:	1790009759.678	  9524.815	0	34307	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/623.xalancbmk_s-202B.yaml --json results/1c/ddr5/champsim/623.xalancbmk_s-202B.json traces/623.xalancbmk_s-202B.champsimtrace.xz
15	:	1790009759.605	  9754.802	0	34283	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/603.bwaves_s-2931B.yaml --json results/1c/ddr5/champsim/603.bwaves_s-2931B.json traces/603.bwaves_s-2931B.champsimtrace.xz
47	:	1790009759.689	  9773.688	0	34590	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/623.xalancbmk_s-700B.yaml --json results/1c/ddr5/champsim/623.xalancbmk_s-700B.json traces/623.xalancbmk_s-700B.champsimtrace.xz
8	:	1790009759.593	 10126.828	0	34592	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/602.gcc_s-1850B.yaml --json results/1c/ddr5/champsim/602.gcc_s-1850B.json traces/602.gcc_s-1850B.champsimtrace.xz
28	:	1790009759.632	 10400.723	0	34241	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/607.cactuBSSN_s-2421B.yaml --json results/1c/ddr5/champsim/607.cactuBSSN_s-2421B.json traces/607.cactuBSSN_s-2421B.champsimtrace.xz
18	:	1790009759.610	 10574.416	0	34618	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/603.bwaves_s-891B.yaml --json results/1c/ddr5/champsim/603.bwaves_s-891B.json traces/603.bwaves_s-891B.champsimtrace.xz
30	:	1790009759.637	 10746.431	0	34267	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/607.cactuBSSN_s-4004B.yaml --json results/1c/ddr5/champsim/607.cactuBSSN_s-4004B.json traces/607.cactuBSSN_s-4004B.champsimtrace.xz
29	:	1790009759.635	 10837.213	0	34357	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/607.cactuBSSN_s-3477B.yaml --json results/1c/ddr5/champsim/607.cactuBSSN_s-3477B.json traces/607.cactuBSSN_s-3477B.champsimtrace.xz
13	:	1790009759.602	 11195.825	0	34637	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/603.bwaves_s-1740B.yaml --json results/1c/ddr5/champsim/603.bwaves_s-1740B.json traces/603.bwaves_s-1740B.champsimtrace.xz
14	:	1790009759.603	 11342.354	0	34643	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/603.bwaves_s-2609B.yaml --json results/1c/ddr5/champsim/603.bwaves_s-2609B.json traces/603.bwaves_s-2609B.champsimtrace.xz
49	:	1790015302.996	  6657.648	0	34217	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/625.x264_s-18B.yaml --json results/1c/ddr5/champsim/625.x264_s-18B.json traces/625.x264_s-18B.champsimtrace.xz
51	:	1790015377.884	  6666.632	0	34213	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/625.x264_s-33B.yaml --json results/1c/ddr5/champsim/625.x264_s-33B.json traces/625.x264_s-33B.champsimtrace.xz
50	:	1790015336.923	  6723.025	0	34206	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/625.x264_s-20B.yaml --json results/1c/ddr5/champsim/625.x264_s-20B.json traces/625.x264_s-20B.champsimtrace.xz
57	:	1790018103.952	  4260.809	0	33929	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/638.imagick_s-10316B.yaml --json results/1c/ddr5/champsim/638.imagick_s-10316B.json traces/638.imagick_s-10316B.champsimtrace.xz
52	:	1790015797.513	  6661.259	0	34224	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/625.x264_s-39B.yaml --json results/1c/ddr5/champsim/625.x264_s-39B.json traces/625.x264_s-39B.champsimtrace.xz
32	:	1790009759.643	 13951.496	0	34649	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/619.lbm_s-2676B.yaml --json results/1c/ddr5/champsim/619.lbm_s-2676B.json traces/619.lbm_s-2676B.champsimtrace.xz
35	:	1790009759.651	 14097.545	0	34652	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/619.lbm_s-4268B.yaml --json results/1c/ddr5/champsim/619.lbm_s-4268B.json traces/619.lbm_s-4268B.champsimtrace.xz
22	:	1790009759.619	 14342.755	0	34768	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-1644B.yaml --json results/1c/ddr5/champsim/605.mcf_s-1644B.json traces/605.mcf_s-1644B.champsimtrace.xz
33	:	1790009759.645	 14895.770	0	34665	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/619.lbm_s-2677B.yaml --json results/1c/ddr5/champsim/619.lbm_s-2677B.json traces/619.lbm_s-2677B.champsimtrace.xz
58	:	1790018164.658	  6862.245	0	34199	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/638.imagick_s-4128B.yaml --json results/1c/ddr5/champsim/638.imagick_s-4128B.json traces/638.imagick_s-4128B.champsimtrace.xz
55	:	1790017976.677	  7123.937	0	34229	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/628.pop2_s-17B.yaml --json results/1c/ddr5/champsim/628.pop2_s-17B.json traces/628.pop2_s-17B.champsimtrace.xz
54	:	1790017887.355	  7407.365	0	34269	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/627.cam4_s-573B.yaml --json results/1c/ddr5/champsim/627.cam4_s-573B.json traces/627.cam4_s-573B.champsimtrace.xz
53	:	1790016507.805	  8999.766	0	34452	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/627.cam4_s-490B.yaml --json results/1c/ddr5/champsim/627.cam4_s-490B.json traces/627.cam4_s-490B.champsimtrace.xz
59	:	1790018343.947	  7210.408	0	34181	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/638.imagick_s-824B.yaml --json results/1c/ddr5/champsim/638.imagick_s-824B.json traces/638.imagick_s-824B.champsimtrace.xz
37	:	1790009759.657	 15990.307	0	34684	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/620.omnetpp_s-874B.yaml --json results/1c/ddr5/champsim/620.omnetpp_s-874B.json traces/620.omnetpp_s-874B.champsimtrace.xz
62	:	1790018523.547	  7286.430	0	34234	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-149B.yaml --json results/1c/ddr5/champsim/641.leela_s-149B.json traces/641.leela_s-149B.champsimtrace.xz
56	:	1790018076.578	  7847.802	0	34251	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/631.deepsjeng_s-928B.yaml --json results/1c/ddr5/champsim/631.deepsjeng_s-928B.json traces/631.deepsjeng_s-928B.champsimtrace.xz
34	:	1790009759.648	 16178.507	0	34625	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/619.lbm_s-3766B.yaml --json results/1c/ddr5/champsim/619.lbm_s-3766B.json traces/619.lbm_s-3766B.champsimtrace.xz
27	:	1790009759.629	 16213.864	0	34672	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-994B.yaml --json results/1c/ddr5/champsim/605.mcf_s-994B.json traces/605.mcf_s-994B.champsimtrace.xz
61	:	1790018473.587	  7540.552	0	34359	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-1083B.yaml --json results/1c/ddr5/champsim/641.leela_s-1083B.json traces/641.leela_s-1083B.champsimtrace.xz
60	:	1790018451.648	  7584.661	0	34276	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-1052B.yaml --json results/1c/ddr5/champsim/641.leela_s-1052B.json traces/641.leela_s-1052B.champsimtrace.xz
67	:	1790019514.415	  6539.854	0	34198	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-12459B.yaml --json results/1c/ddr5/champsim/644.nab_s-12459B.json traces/644.nab_s-12459B.champsimtrace.xz
65	:	1790019009.676	  7362.988	0	34284	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-800B.yaml --json results/1c/ddr5/champsim/641.leela_s-800B.json traces/641.leela_s-800B.champsimtrace.xz
64	:	1790018957.309	  7500.503	0	34258	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-602B.yaml --json results/1c/ddr5/champsim/641.leela_s-602B.json traces/641.leela_s-602B.champsimtrace.xz
63	:	1790018838.967	  7671.654	0	34289	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-334B.yaml --json results/1c/ddr5/champsim/641.leela_s-334B.json traces/641.leela_s-334B.champsimtrace.xz
36	:	1790009759.654	 16834.345	0	34688	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/620.omnetpp_s-141B.yaml --json results/1c/ddr5/champsim/620.omnetpp_s-141B.json traces/620.omnetpp_s-141B.champsimtrace.xz
66	:	1790019284.503	  7350.000	0	34272	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-862B.yaml --json results/1c/ddr5/champsim/641.leela_s-862B.json traces/641.leela_s-862B.champsimtrace.xz
9	:	1790009759.594	 17435.709	0	34699	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/602.gcc_s-2226B.yaml --json results/1c/ddr5/champsim/602.gcc_s-2226B.json traces/602.gcc_s-2226B.champsimtrace.xz
24	:	1790009759.623	 17440.292	0	34732	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-484B.yaml --json results/1c/ddr5/champsim/605.mcf_s-484B.json traces/605.mcf_s-484B.champsimtrace.xz
42	:	1790009759.671	 17478.818	0	34681	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/623.xalancbmk_s-10B.yaml --json results/1c/ddr5/champsim/623.xalancbmk_s-10B.json traces/623.xalancbmk_s-10B.champsimtrace.xz
25	:	1790009759.625	 17876.168	0	34659	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-665B.yaml --json results/1c/ddr5/champsim/605.mcf_s-665B.json traces/605.mcf_s-665B.champsimtrace.xz
72	:	1790020506.075	  7224.366	0	34250	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1227B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1227B.json traces/648.exchange2_s-1227B.champsimtrace.xz
69	:	1790019886.430	  7868.805	0	34645	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-5853B.yaml --json results/1c/ddr5/champsim/644.nab_s-5853B.json traces/644.nab_s-5853B.champsimtrace.xz
73	:	1790020596.854	  7400.257	0	34244	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1247B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1247B.json traces/648.exchange2_s-1247B.champsimtrace.xz
68	:	1790019533.385	  8498.503	0	34259	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-12521B.yaml --json results/1c/ddr5/champsim/644.nab_s-12521B.json traces/644.nab_s-12521B.champsimtrace.xz
74	:	1790020955.437	  7250.930	0	33441	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1511B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1511B.json traces/648.exchange2_s-1511B.champsimtrace.xz
70	:	1790020160.360	  8081.917	0	34167	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-7928B.yaml --json results/1c/ddr5/champsim/644.nab_s-7928B.json traces/644.nab_s-7928B.champsimtrace.xz
71	:	1790020334.032	  7916.671	0	34206	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-9322B.yaml --json results/1c/ddr5/champsim/644.nab_s-9322B.json traces/644.nab_s-9322B.champsimtrace.xz
23	:	1790009759.621	 19181.092	0	34724	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-472B.yaml --json results/1c/ddr5/champsim/605.mcf_s-472B.json traces/605.mcf_s-472B.champsimtrace.xz
75	:	1790021101.964	  7862.049	0	33458	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1699B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1699B.json traces/648.exchange2_s-1699B.champsimtrace.xz
79	:	1790022364.769	  6686.138	0	33419	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-387B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-387B.json traces/648.exchange2_s-387B.champsimtrace.xz
78	:	1790022059.956	  7526.829	0	34225	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-353B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-353B.json traces/648.exchange2_s-353B.champsimtrace.xz
76	:	1790021960.658	  7670.551	0	34268	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1712B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1712B.json traces/648.exchange2_s-1712B.champsimtrace.xz
77	:	1790022044.524	  7787.866	0	34240	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-210B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-210B.json traces/648.exchange2_s-210B.champsimtrace.xz
80	:	1790022458.779	  7556.726	0	34225	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-584B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-584B.json traces/648.exchange2_s-584B.champsimtrace.xz
88	:	1790025507.579	  5311.937	0	34171	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-1021B.yaml --json results/1c/ddr5/champsim/654.roms_s-1021B.json traces/654.roms_s-1021B.champsimtrace.xz
81	:	1790023711.150	  7447.754	0	34225	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-72B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-72B.json traces/648.exchange2_s-72B.champsimtrace.xz
99	:	1790026457.818	  4764.552	0	34145	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/657.xz_s-56B.yaml --json results/1c/ddr5/champsim/657.xz_s-56B.json traces/657.xz_s-56B.champsimtrace.xz
84	:	1790024655.420	  7240.871	0	34245	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/649.fotonik3d_s-1B.yaml --json results/1c/ddr5/champsim/649.fotonik3d_s-1B.json traces/649.fotonik3d_s-1B.champsimtrace.xz
98	:	1790026372.671	  5890.868	0	34236	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/657.xz_s-4994B.yaml --json results/1c/ddr5/champsim/657.xz_s-4994B.json traces/657.xz_s-4994B.champsimtrace.xz
97	:	1790026054.274	  7242.160	0	34278	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/657.xz_s-3167B.yaml --json results/1c/ddr5/champsim/657.xz_s-3167B.json traces/657.xz_s-3167B.champsimtrace.xz
19	:	1790009759.612	 23863.322	0	34678	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-1152B.yaml --json results/1c/ddr5/champsim/605.mcf_s-1152B.json traces/605.mcf_s-1152B.champsimtrace.xz
96	:	1790026036.319	  7856.374	0	34435	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/657.xz_s-2302B.yaml --json results/1c/ddr5/champsim/657.xz_s-2302B.json traces/657.xz_s-2302B.champsimtrace.xz
111	:	1790028206.378	  6262.408	0	34888	0	0	./bin/champsim_goldencove_1c_ddr5_llc --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5_llc/ramulator/603.bwaves_s-1080B.yaml --json results/1c/ddr5_llc/champsim/603.bwaves_s-1080B.json traces/603.bwaves_s-1080B.champsimtrace.xz
95	:	1790026014.145	  8492.441	0	34366	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-842B.yaml --json results/1c/ddr5/champsim/654.roms_s-842B.json traces/654.roms_s-842B.champsimtrace.xz
93	:	1790025938.162	  8745.934	0	34387	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-294B.yaml --json results/1c/ddr5/champsim/654.roms_s-294B.json traces/654.roms_s-294B.champsimtrace.xz
115	:	1790028964.019	  5884.004	0	34890	0	0	./bin/champsim_goldencove_1c_ddr5_llc --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5_llc/ramulator/603.bwaves_s-3699B.yaml --json results/1c/ddr5_llc/champsim/603.bwaves_s-3699B.json traces/603.bwaves_s-3699B.champsimtrace.xz
116	:	1790029050.919	  5913.404	0	34910	0	0	./bin/champsim_goldencove_1c_ddr5_llc --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5_llc/ramulator/603.bwaves_s-5359B.yaml --json results/1c/ddr5_llc/champsim/603.bwaves_s-5359B.json traces/603.bwaves_s-5359B.champsimtrace.xz
104	:	1790027199.922	  8384.430	0	34991	0	0	./bin/champsim_goldencove_1c_ddr5_llc --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5_llc/ramulator/600.perlbench_s-1273B.yaml --json results/1c/ddr5_llc/champsim/600.perlbench_s-1273B.json traces/600.perlbench_s-1273B.champsimtrace.xz
105	:	1790027238.497	  8499.153	0	35033	0	0	./bin/champsim_goldencove_1c_ddr5_llc --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5_llc/ramulator/600.perlbench_s-210B.yaml --json results/1c/ddr5_llc/champsim/600.perlbench_s-210B.json traces/600.perlbench_s-210B.champsimtrace.xz
110	:	1790028031.901	  7774.013	0	34946	0	0	./bin/champsim_goldencove_1c_ddr5_llc --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5_llc/ramulator/602.gcc_s-734B.yaml --json results/1c/ddr5_llc/champsim/602.gcc_s-734B.json traces/602.gcc_s-734B.champsimtrace.xz
20	:	1790009759.614	 26279.246	0	34698	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-1536B.yaml --json results/1c/ddr5/champsim/605.mcf_s-1536B.json traces/605.mcf_s-1536B.champsimtrace.xz
106	:	1790027635.802	  8470.026	0	34998	0	0	./bin/champsim_goldencove_1c_ddr5_llc --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5_llc/ramulator/600.perlbench_s-570B.yaml --json results/1c/ddr5_llc/champsim/600.perlbench_s-570B.json traces/600.perlbench_s-570B.champsimtrace.xz
91	:	1790025809.985	 10323.058	0	34557	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-1613B.yaml --json results/1c/ddr5/champsim/654.roms_s-1613B.json traces/654.roms_s-1613B.champsimtrace.xz
