Trace,Classificacao,IPC,IA_Inst_per_Byte,LLC_MPKI,MLP_L1D
traces/641.leela_s-149B.champsimtrace.xz,Compute-Bound,1.1103,0.3861,0.0,0.0378
traces/641.leela_s-862B.champsimtrace.xz,Compute-Bound,1.1116,0.3749,0.0,0.044
traces/641.leela_s-800B.champsimtrace.xz,Compute-Bound,1.1286,0.3786,0.0,0.0477
traces/600.perlbench_s-1273B.champsimtrace.xz,Compute-Bound,1.1287,0.3463,0.0,0.1126
traces/602.gcc_s-734B.champsimtrace.xz,Compute-Bound,1.1311,0.4159,0.0,0.9914
traces/631.deepsjeng_s-928B.champsimtrace.xz,Compute-Bound,1.1506,0.3848,0.0,0.2053
traces/644.nab_s-9322B.champsimtrace.xz,Compute-Bound,1.1637,0.3837,0.0,0.1636
traces/657.xz_s-3167B.champsimtrace.xz,Compute-Bound,1.1868,0.4311,0.0,0.5594
traces/623.xalancbmk_s-165B.champsimtrace.xz,Compute-Bound,1.1869,0.4034,0.0,0.8324
traces/627.cam4_s-490B.champsimtrace.xz,Compute-Bound,1.1903,0.3982,0.0,3.289
traces/644.nab_s-7928B.champsimtrace.xz,Compute-Bound,1.2302,0.3837,0.0,0.1982
traces/644.nab_s-12521B.champsimtrace.xz,Compute-Bound,1.2345,0.3867,0.0,0.3021
traces/648.exchange2_s-1699B.champsimtrace.xz,Compute-Bound,1.345,0.3483,0.0,0.0
traces/648.exchange2_s-210B.champsimtrace.xz,Compute-Bound,1.3522,0.3516,0.0,0.0001
traces/648.exchange2_s-584B.champsimtrace.xz,Compute-Bound,1.3566,0.3717,0.0,0.0
traces/657.xz_s-4994B.champsimtrace.xz,Compute-Bound,1.3748,0.6749,0.0,0.7275
traces/648.exchange2_s-1712B.champsimtrace.xz,Compute-Bound,1.3979,0.3608,0.0,0.0001
traces/648.exchange2_s-72B.champsimtrace.xz,Compute-Bound,1.3989,0.3666,0.0,0.0
traces/648.exchange2_s-353B.champsimtrace.xz,Compute-Bound,1.4132,0.3691,0.0,0.0
traces/638.imagick_s-4128B.champsimtrace.xz,Compute-Bound,1.43,0.3818,0.0,0.0372
traces/649.fotonik3d_s-1B.champsimtrace.xz,Compute-Bound,1.4308,0.4092,0.0,0.0178
traces/648.exchange2_s-1247B.champsimtrace.xz,Compute-Bound,1.4468,0.3827,0.0,0.0001
traces/628.pop2_s-17B.champsimtrace.xz,Compute-Bound,1.4507,0.4369,0.0,1.4144
traces/627.cam4_s-573B.champsimtrace.xz,Compute-Bound,1.467,0.4836,0.0,3.3715
traces/648.exchange2_s-1227B.champsimtrace.xz,Compute-Bound,1.4771,0.3914,0.0,0.0
traces/648.exchange2_s-1511B.champsimtrace.xz,Compute-Bound,1.4803,0.3837,0.0,0.0
traces/644.nab_s-12459B.champsimtrace.xz,Compute-Bound,1.4821,0.4086,0.0,0.2352
traces/625.x264_s-39B.champsimtrace.xz,Compute-Bound,1.4846,0.4482,0.0,0.7792
traces/625.x264_s-18B.champsimtrace.xz,Compute-Bound,1.5021,0.4491,0.0,0.9172
traces/648.exchange2_s-387B.champsimtrace.xz,Compute-Bound,1.5069,0.4034,0.0,0.0
traces/625.x264_s-33B.champsimtrace.xz,Compute-Bound,1.515,0.4499,0.0,0.781
traces/625.x264_s-12B.champsimtrace.xz,Compute-Bound,1.5404,0.4494,0.0,0.6458
traces/625.x264_s-20B.champsimtrace.xz,Compute-Bound,1.5601,0.4496,0.0,0.6333
traces/638.imagick_s-824B.champsimtrace.xz,Compute-Bound,1.5618,0.6228,0.0,0.0318
traces/603.bwaves_s-1080B.champsimtrace.xz,Compute-Bound,1.7785,0.4451,0.0,0.7088
traces/654.roms_s-1021B.champsimtrace.xz,Compute-Bound,1.9909,0.5231,0.0,0.0139
traces/603.bwaves_s-3699B.champsimtrace.xz,Compute-Bound,1.9926,0.4542,0.0,0.3933
traces/603.bwaves_s-5359B.champsimtrace.xz,Compute-Bound,2.0369,0.4525,0.0,0.3277
traces/607.cactuBSSN_s-4248B.champsimtrace.xz,Compute-Bound,2.0661,0.6605,0.0,0.0532
traces/657.xz_s-56B.champsimtrace.xz,Compute-Bound,2.2141,1.2297,0.0,0.1374
traces/638.imagick_s-10316B.champsimtrace.xz,Compute-Bound,2.708,0.6515,0.0,0.7674
